face_name_align,race,race4,gender,age,race_scores_fair,race_scores_fair_4,gender_scores_fair,age_scores_fair
detected_faces/09263_face1.png,East Asian,White,Female,20-29,"[0.29461762 0.0022582  0.07302894 0.29480463 0.06764664 0.01249351
 0.25515053]",[8.9557445e-01 3.0875547e-04 1.0342285e-01 6.9397141e-04],[0.32908142 0.6709185 ],"[0.00908264 0.05051798 0.12223645 0.31809586 0.23235814 0.15182912
 0.07618087 0.03250572 0.00719323]"
detected_faces/14028_face0.png,Latino_Hispanic,White,Male,40-49,"[0.30356756 0.21685329 0.39076805 0.00046494 0.0236954  0.062715
 0.00193579]",[0.8806982  0.00873104 0.02558553 0.0849852 ],[0.6639876  0.33601242],"[0.00188391 0.03883086 0.01903195 0.01258675 0.08204649 0.29322115
 0.26794675 0.18781735 0.09663478]"
detected_faces/14028_face1.png,White,White,Female,40-49,"[9.99212503e-01 1.39282865e-05 3.80613405e-04 9.30606802e-07
 1.14639079e-05 1.90704595e-04 1.89782717e-04]",[9.9996376e-01 2.1968576e-06 8.3032801e-06 2.5698771e-05],[0.07869353 0.9213065 ],"[0.00200783 0.03846485 0.02252698 0.01609864 0.04902596 0.3704227
 0.32925028 0.09224221 0.07996066]"
detected_faces/07458_face0.png,White,White,Female,60-69,"[6.6033041e-01 2.8297565e-05 2.8166017e-01 1.7886916e-04 1.9007825e-04
 1.2452793e-03 5.6366969e-02]",[9.9939895e-01 3.1206498e-06 5.0876604e-04 8.9169785e-05],[7.5578387e-04 9.9924421e-01],"[9.4832094e-06 6.7316512e-05 1.5932480e-04 6.5831540e-05 1.1464768e-03
 1.5146949e-02 2.1392350e-01 6.0072601e-01 1.6875508e-01]"
detected_faces/06791_face0.png,East Asian,Asian,Female,20-29,"[5.4409824e-02 8.8856861e-05 1.9592096e-01 4.8960298e-01 2.5624314e-01
 1.8625429e-03 1.8717421e-03]",[0.43996933 0.0006351  0.55314845 0.00624714],[0.01077505 0.9892249 ],"[2.76451061e-07 3.77753022e-05 1.16938595e-02 5.01414061e-01
 4.49129671e-01 3.67952101e-02 9.05645487e-04 2.33022474e-05
 2.02555299e-07]"
detected_faces/06791_face1.png,Latino_Hispanic,Black,Female,50-59,"[0.12738365 0.02162603 0.8117309  0.00574115 0.01096386 0.00639438
 0.01615999]",[0.1560324  0.516234   0.30548182 0.02225178],[0.00343298 0.996567  ],"[4.0982246e-05 1.2383155e-03 2.4595275e-03 2.2909904e-03 2.5500761e-02
 1.5373437e-01 4.9358219e-01 3.0485904e-01 1.6293729e-02]"
detected_faces/06791_face2.png,Southeast Asian,Asian,Male,20-29,"[0.20125842 0.09802245 0.10881074 0.18955302 0.21529123 0.16381356
 0.02325061]",[0.11972799 0.03021614 0.5253455  0.32471037],[0.97774    0.02226005],"[0.00055492 0.02898125 0.10763934 0.36603448 0.31042284 0.12948783
 0.05024728 0.0056574  0.00097458]"
detected_faces/06791_face3.png,White,White,Male,20-29,"[0.49601278 0.035858   0.07722115 0.02543548 0.01458185 0.01062617
 0.34026462]",[0.62814945 0.0536234  0.262504   0.05572318],[0.860254   0.13974598],"[0.00112855 0.00442801 0.01652665 0.5080802  0.2842562  0.10363743
 0.04296596 0.02807415 0.01090284]"
detected_faces/04321_face0.png,White,White,Female,60-69,"[9.4302076e-01 1.0661177e-04 4.1413076e-02 9.3107337e-05 2.1298441e-04
 2.0687131e-03 1.3084825e-02]",[9.99292374e-01 1.23180935e-05 3.40768835e-04 3.54515243e-04],[3.599424e-05 9.999640e-01],"[8.0812015e-07 1.2078557e-05 3.7745980e-05 5.5953660e-05 1.2836035e-03
 2.4675611e-02 3.2815412e-01 5.0616896e-01 1.3961114e-01]"
detected_faces/10358_face0.png,Black,Black,Male,3-9,"[5.3732660e-06 9.8668844e-01 1.1832862e-03 5.5212890e-06 4.4490286e-04
 1.1653190e-02 1.9288804e-05]",[9.926070e-06 9.939945e-01 6.597097e-04 5.335838e-03],[0.5386987 0.4613014],"[6.2868171e-03 9.2807204e-01 6.4602949e-02 8.2928798e-04 1.6970544e-04
 3.5090008e-05 3.5450976e-06 5.2575217e-07 5.5929654e-08]"
detected_faces/10358_face1.png,Black,Black,Male,3-9,"[1.4111411e-06 9.9994349e-01 2.4169543e-05 6.2011264e-07 8.9614150e-06
 1.8973686e-05 2.2203976e-06]",[6.6776834e-06 9.9993593e-01 3.1411088e-05 2.6028465e-05],[0.71922106 0.28077894],"[4.5088440e-04 9.2307436e-01 7.5820252e-02 6.1286340e-04 3.8795148e-05
 2.6808466e-06 1.8254450e-07 3.3070666e-08 8.8410879e-09]"
detected_faces/09284_face0.png,Black,Black,Male,50-59,"[0.02808082 0.5695879  0.33678195 0.00291496 0.02640853 0.01964935
 0.01657648]",[0.01730258 0.7289912  0.09642848 0.15727776],[9.9998254e-01 1.7434808e-05],"[1.8889515e-04 6.6367583e-04 1.1415429e-02 9.4189039e-03 2.1424878e-02
 9.6057139e-02 5.1038444e-01 3.3609954e-01 1.4347159e-02]"
detected_faces/09284_face1.png,Middle Eastern,Indian,Male,50-59,"[2.4541472e-03 1.2034914e-02 2.1924695e-02 4.0748832e-06 4.0848998e-05
 5.6654915e-02 9.0688640e-01]",[3.6587447e-02 3.1179804e-01 6.2602299e-04 6.5098852e-01],[9.9998724e-01 1.2774011e-05],"[2.6450940e-05 4.2736512e-05 3.9667328e-04 1.2769530e-03 2.0892167e-02
 2.7610046e-01 5.7514548e-01 1.2100541e-01 5.1135770e-03]"
detected_faces/01924_face0.png,White,White,Female,30-39,"[9.6763885e-01 4.8687303e-05 2.1850480e-02 2.2424429e-03 1.1413915e-03
 3.4777715e-04 6.7304117e-03]",[9.8792911e-01 3.1306592e-04 1.0358732e-02 1.3991299e-03],[2.5098986e-04 9.9974900e-01],"[1.5108232e-07 1.2757294e-05 6.5487903e-03 4.5516399e-01 4.6581927e-01
 6.8810187e-02 3.4907535e-03 1.5078639e-04 3.2913972e-06]"
detected_faces/01924_face1.png,White,White,Female,20-29,"[0.4960939  0.03218904 0.42581296 0.00160992 0.00228144 0.02575025
 0.0162625 ]",[0.9859637  0.00241173 0.00153343 0.0100911 ],[0.00114924 0.9988507 ],"[7.9861720e-06 4.5609935e-03 9.2358820e-02 6.6924679e-01 2.2372270e-01
 9.8059727e-03 2.8873445e-04 7.8536350e-06 2.1651144e-07]"
detected_faces/01924_face2.png,Latino_Hispanic,White,Female,40-49,"[0.05270193 0.04133913 0.8250413  0.03299819 0.0392237  0.00470297
 0.00399284]",[0.51517683 0.06996637 0.39916447 0.01569235],[1.0381803e-04 9.9989617e-01],"[1.05898025e-05 1.42259407e-04 1.98392477e-03 1.21967439e-02
 1.73295930e-01 4.69414979e-01 3.08549851e-01 3.38200033e-02
 5.85681119e-04]"
detected_faces/01924_face3.png,Black,Black,Female,20-29,"[0.00299463 0.3348821  0.2497229  0.02035793 0.18847762 0.20308806
 0.0004767 ]",[0.0047365  0.7265597  0.15650015 0.11220361],[9.2846144e-04 9.9907160e-01],"[1.2250898e-06 7.8300841e-04 1.1074508e-01 7.0313549e-01 1.7657091e-01
 8.4492760e-03 3.0191735e-04 1.2783187e-05 2.9112951e-07]"
detected_faces/01924_face4.png,Latino_Hispanic,Asian,Female,30-39,"[0.02082897 0.01220777 0.33224383 0.29919958 0.29692972 0.03398203
 0.00460807]",[0.02130884 0.12407857 0.8112066  0.04340602],[0.16054551 0.8394545 ],"[2.9344480e-06 2.3678724e-04 2.8618751e-02 4.2108545e-01 4.3011710e-01
 1.0484789e-01 1.4204014e-02 8.5664919e-04 3.0431003e-05]"
detected_faces/17564_face0.png,White,White,Male,30-39,"[9.9972254e-01 2.7400412e-07 2.1173790e-05 1.6990977e-07 3.1550709e-07
 1.3705807e-06 2.5407138e-04]",[9.9996823e-01 1.7099941e-06 8.2734323e-06 2.1786089e-05],[9.9982935e-01 1.7059350e-04],"[6.35408298e-07 1.13358565e-05 1.66891259e-03 2.54728943e-01
 5.82896471e-01 1.59318864e-01 1.36109954e-03 1.31225761e-05
 5.25214432e-07]"
detected_faces/02384_face0.png,White,White,Female,30-39,"[9.9203056e-01 3.9287511e-06 2.0831486e-03 2.5296335e-05 3.9174247e-05
 2.2551588e-04 5.5922801e-03]",[9.9518102e-01 2.3290700e-05 3.5194823e-04 4.4436674e-03],[0.00671278 0.9932872 ],"[9.0127415e-08 5.4001907e-06 4.3303682e-03 3.8413101e-01 4.0674579e-01
 1.9219804e-01 1.2134785e-02 4.3565544e-04 1.8909948e-05]"
detected_faces/04637_face0.png,White,White,Male,60-69,"[7.3069072e-01 8.9987431e-04 4.1468188e-02 5.0370867e-04 6.8671530e-04
 2.0841130e-03 2.2366670e-01]",[9.9918604e-01 1.7035927e-05 5.8141118e-04 2.1548189e-04],[9.9994415e-01 5.5876852e-05],"[2.2272030e-05 8.6078844e-06 4.0591320e-05 9.7419806e-06 4.1523333e-05
 5.2909268e-04 5.1367007e-02 7.6382023e-01 1.8416084e-01]"
detected_faces/16702_face0.png,Middle Eastern,Indian,Male,30-39,"[0.14389616 0.0172221  0.21588257 0.04353136 0.03766225 0.14506358
 0.39674202]",[0.11402491 0.07703651 0.38022235 0.42871624],[0.644548   0.35545203],"[1.32420591e-05 9.48141460e-05 3.28860991e-03 2.37492293e-01
 3.73667717e-01 2.17690408e-01 1.16627485e-01 4.15390208e-02
 9.58640501e-03]"
detected_faces/19065_face0.png,East Asian,Asian,Male,40-49,"[4.7801211e-02 6.6117565e-05 1.8136440e-02 8.5529214e-01 7.8307889e-02
 2.2851778e-04 1.6764432e-04]",[3.0411955e-03 1.9432973e-06 9.9692720e-01 2.9606515e-05],[0.94433844 0.05566158],"[1.5152980e-05 3.7157591e-04 6.9155274e-03 4.5568164e-02 1.9751026e-01
 4.0835795e-01 3.0315024e-01 3.6881242e-02 1.2299448e-03]"
detected_faces/09148_face0.png,White,White,Male,20-29,"[7.0219439e-01 4.8425782e-04 1.8496861e-01 9.1091861e-05 2.5137796e-04
 4.5033556e-04 1.1155991e-01]",[9.9626303e-01 5.8072637e-04 2.9291658e-04 2.8633804e-03],[9.9999654e-01 3.5004857e-06],"[3.2913071e-08 3.0363459e-05 3.6495268e-01 6.2388390e-01 1.0988467e-02
 1.4353827e-04 9.2015978e-07 3.0093933e-08 5.4409255e-10]"
detected_faces/09148_face1.png,Latino_Hispanic,Indian,Male,30-39,"[9.1924377e-02 5.5995176e-04 5.8578444e-01 1.0336692e-04 9.5660606e-04
 3.8525928e-02 2.8214526e-01]",[0.22224249 0.00250615 0.00821059 0.7670408 ],[9.9999982e-01 2.0174183e-07],"[1.4727492e-07 1.9453355e-06 1.2017053e-03 1.9568670e-01 6.8330550e-01
 1.1786013e-01 1.9308700e-03 1.2916884e-05 9.5360548e-08]"
detected_faces/09148_face2.png,East Asian,White,Male,30-39,"[0.22670342 0.00893578 0.04100747 0.43574736 0.24601743 0.02034665
 0.02124191]",[0.90288764 0.00144343 0.08786264 0.00780636],[0.9897132  0.01028685],"[0.00069083 0.00151448 0.01295947 0.2066979  0.44735354 0.24912086
 0.06942602 0.01124369 0.0009932 ]"
detected_faces/04623_face0.png,Latino_Hispanic,Indian,Female,30-39,"[0.0253063  0.07793777 0.34329912 0.2290649  0.26805532 0.04556666
 0.01076984]",[0.11562131 0.11603418 0.05484873 0.7134958 ],[0.03720183 0.9627982 ],"[5.5046039e-05 9.3096396e-04 9.1949729e-03 1.0343166e-01 3.3292040e-01
 3.1838208e-01 1.7633045e-01 5.5577893e-02 3.1764617e-03]"
detected_faces/04623_face1.png,East Asian,Asian,Female,3-9,"[1.7961819e-03 2.3085197e-02 2.0849962e-02 5.0246215e-01 3.9207646e-01
 5.9333984e-02 3.9607318e-04]",[0.00144618 0.10371887 0.55215096 0.342684  ],[0.361642   0.63835794],"[8.79759435e-03 8.77335250e-01 1.11479983e-01 1.86254794e-03
 3.70453723e-04 1.15456176e-04 2.81907178e-05 8.72367855e-06
 1.91765412e-06]"
detected_faces/15839_face0.png,White,White,Female,50-59,"[8.2833785e-01 5.0688202e-05 7.5269818e-02 5.3043372e-04 9.7144966e-04
 3.7301220e-03 9.1109775e-02]",[9.9888462e-01 6.4740075e-06 9.5466111e-04 1.5426546e-04],[0.00185424 0.99814576],"[3.9827960e-06 2.8576665e-05 2.1277873e-04 1.2705601e-03 1.8133610e-02
 1.5552491e-01 6.0082275e-01 2.0464820e-01 1.9354600e-02]"
detected_faces/05369_face0.png,East Asian,Asian,Male,40-49,"[3.3639738e-01 1.0705846e-04 8.4376931e-03 5.2807766e-01 1.1728230e-01
 1.9917137e-04 9.4988132e-03]",[1.6558272e-01 1.4823457e-04 8.3411181e-01 1.5719968e-04],[0.955952   0.04404797],"[0.00509792 0.04903303 0.0877967  0.06453148 0.14289376 0.33218098
 0.23591092 0.07254352 0.01001164]"
detected_faces/15720_face0.png,White,White,Male,30-39,"[8.1893194e-01 4.1334912e-05 2.8695146e-02 2.6022192e-04 2.8191594e-04
 1.6082099e-02 1.3570739e-01]",[9.0928477e-01 9.9041274e-05 1.5168294e-03 8.9099385e-02],[0.9836145  0.01638552],"[1.2015793e-06 2.1960552e-05 5.5296579e-03 2.8655186e-01 4.9822858e-01
 1.9576724e-01 1.3655618e-02 2.3349973e-04 1.0454052e-05]"
detected_faces/17523_face0.png,White,White,Female,50-59,"[0.8519134  0.00098835 0.11103559 0.00822842 0.00689551 0.00232587
 0.01861284]",[9.8973173e-01 2.2819293e-04 9.4903121e-03 5.4972875e-04],[6.2016770e-06 9.9999374e-01],"[2.72825673e-06 1.50413825e-05 1.23841950e-04 9.95030813e-03
 1.69445619e-01 3.51492763e-01 4.17761624e-01 5.00514954e-02
 1.15658226e-03]"
detected_faces/10786_face0.png,White,White,Male,50-59,"[9.8965204e-01 2.1453823e-05 5.6790072e-03 9.9460573e-05 1.5129802e-04
 6.0256326e-04 3.7941020e-03]",[9.9828953e-01 7.6394979e-05 2.3096925e-04 1.4031442e-03],[0.9492298  0.05077027],"[3.52181560e-05 6.13900193e-05 4.80836257e-04 1.61065080e-03
 2.58015059e-02 2.63346225e-01 6.02892339e-01 1.01697184e-01
 4.07466898e-03]"
detected_faces/10562_face0.png,White,White,Male,30-39,"[9.4007528e-01 2.8078246e-03 4.1486558e-02 2.7982986e-03 3.1565530e-03
 8.1945315e-04 8.8560311e-03]",[0.6903294  0.06151022 0.23650168 0.01165868],[9.9997121e-01 2.8766526e-05],"[2.6773600e-07 1.4809741e-06 1.7142778e-04 5.2085653e-02 5.5108696e-01
 3.7636283e-01 1.9769877e-02 5.0891063e-04 1.2641087e-05]"
detected_faces/10793_face0.png,Indian,Indian,Male,30-39,"[2.6921216e-02 3.3813223e-02 2.3018973e-01 3.6967496e-04 5.9562507e-03
 3.9687970e-01 3.0587023e-01]",[0.03754411 0.10819032 0.04876976 0.80549586],[9.990516e-01 9.484534e-04],"[4.7951329e-07 6.9070920e-06 7.8583398e-04 2.9911113e-01 6.4571583e-01
 5.3893019e-02 4.6963152e-04 1.6531758e-05 5.9669441e-07]"
detected_faces/10793_face1.png,Latino_Hispanic,Indian,Male,30-39,"[2.3346281e-02 4.1378722e-02 4.5865688e-01 1.9642623e-04 4.2603891e-03
 2.8454763e-01 1.8761373e-01]",[0.1006476  0.02007384 0.04280049 0.83647805],[9.9960697e-01 3.9305442e-04],"[1.1155958e-04 1.9445912e-04 8.6970918e-04 5.1525839e-02 6.1027384e-01
 3.2219091e-01 1.4189612e-02 6.1523268e-04 2.8852461e-05]"
detected_faces/10793_face2.png,Latino_Hispanic,White,Male,30-39,"[0.13204181 0.20291425 0.38909337 0.00049571 0.0048097  0.2485353
 0.0221098 ]",[0.58100945 0.17233595 0.00770497 0.23894961],[0.939817 0.060183],"[1.4821958e-04 2.2734720e-03 8.6447438e-03 4.3895382e-01 5.1506466e-01
 3.4471735e-02 4.2690116e-04 1.5506708e-05 9.4506782e-07]"
detected_faces/09368_face0.png,White,White,Male,60-69,"[9.8158073e-01 2.5081953e-03 7.4655693e-03 4.5296198e-04 6.5848930e-04
 2.4934900e-03 4.8405966e-03]",[0.9889669  0.00101209 0.0058703  0.00415076],[0.9695433  0.03045673],"[1.2241745e-04 3.2182678e-04 5.4279808e-04 2.5481975e-04 1.9422985e-03
 2.2820843e-02 3.1009087e-01 5.1353109e-01 1.5037292e-01]"
detected_faces/18946_face0.png,White,White,Male,30-39,"[0.6931934  0.0254515  0.09164903 0.00285454 0.00250796 0.00395797
 0.18038574]",[0.97314215 0.01344319 0.01075674 0.00265783],[9.9997354e-01 2.6432335e-05],"[2.9746363e-07 1.4471190e-06 7.7929239e-05 7.7897444e-02 8.2253820e-01
 9.7720332e-02 1.7455219e-03 1.8159240e-05 5.7322251e-07]"
detected_faces/16357_face0.png,Middle Eastern,White,Male,20-29,"[6.52120337e-02 6.28973648e-04 1.20159507e-01 3.53838768e-05
 1.39995143e-04 1.04315534e-01 7.09508598e-01]",[8.6340761e-01 4.8645760e-04 3.9318830e-04 1.3571267e-01],[9.9994802e-01 5.1968836e-05],"[7.1418322e-07 1.1649107e-05 1.0142148e-03 5.5905777e-01 4.2909357e-01
 1.0784070e-02 3.6807029e-05 1.1023407e-06 3.9122124e-08]"
detected_faces/16357_face1.png,Middle Eastern,Indian,Male,30-39,"[0.14211045 0.0171829  0.3160926  0.00256745 0.01296123 0.17319414
 0.3358912 ]",[0.25370082 0.03234512 0.01606127 0.6978928 ],[9.9972975e-01 2.7028154e-04],"[3.3833351e-06 4.9222239e-05 6.5529317e-04 2.3047927e-01 7.1347541e-01
 5.4945562e-02 3.8495689e-04 6.7629280e-06 1.6208908e-07]"
detected_faces/16357_face2.png,White,White,Male,20-29,"[5.0443637e-01 2.3322317e-04 2.8663662e-01 3.5246229e-04 8.0968416e-04
 1.3994265e-03 2.0613225e-01]",[9.9417931e-01 5.6426483e-04 2.7697068e-03 2.4867216e-03],[0.840199   0.15980099],"[2.5214231e-06 1.0094288e-03 1.3510101e-01 7.0175904e-01 1.5809233e-01
 4.0085018e-03 2.6588104e-05 5.3152621e-07 2.1909521e-08]"
detected_faces/16357_face3.png,Indian,Indian,Male,30-39,"[1.5395694e-02 1.6262319e-02 5.4838769e-02 6.9595373e-04 3.1840589e-03
 8.5576195e-01 5.3861238e-02]",[0.02832908 0.07752576 0.00310095 0.8910442 ],[9.9998170e-01 1.8251285e-05],"[3.7533209e-07 5.0468029e-06 5.1261811e-04 3.1698081e-01 6.4443505e-01
 3.7733525e-02 3.1611908e-04 1.5867368e-05 6.0026417e-07]"
detected_faces/06987_face0.png,White,White,Female,20-29,"[9.8835808e-01 7.4345189e-05 7.2823497e-03 2.9597725e-04 1.1284854e-04
 8.8817374e-05 3.7876230e-03]",[9.9887335e-01 4.6112251e-05 2.1619665e-04 8.6430990e-04],[1.21169156e-04 9.99878824e-01],"[4.5998922e-07 2.1186809e-03 8.9955404e-02 7.7346057e-01 1.2869649e-01
 5.6899111e-03 7.6182027e-05 2.0409982e-06 2.3960160e-07]"
detected_faces/08649_face0.png,White,White,Female,3-9,"[9.43265200e-01 8.62521352e-04 2.30420032e-03 1.17999785e-04
 1.04202969e-04 6.18198770e-04 5.27276732e-02]",[6.9188428e-01 2.8415132e-01 3.7655095e-04 2.3587856e-02],[0.48514503 0.51485497],"[2.9327479e-01 6.9222420e-01 7.9040937e-03 2.2976021e-03 1.5819616e-03
 1.5943261e-03 8.8710798e-04 1.4328875e-04 9.2621740e-05]"
detected_faces/08649_face1.png,White,White,Male,30-39,"[6.10466123e-01 7.37783592e-03 1.16543286e-01 5.20551403e-05
 1.12306363e-04 1.95026733e-02 2.45945722e-01]",[9.2021304e-01 8.8731176e-04 1.8119156e-04 7.8718401e-02],[9.9999762e-01 2.3917992e-06],"[1.18903834e-07 5.99881901e-07 2.81737477e-04 2.07543835e-01
 6.60803854e-01 1.25429779e-01 5.83515503e-03 1.03693026e-04
 1.23808411e-06]"
detected_faces/08649_face2.png,Middle Eastern,White,Male,40-49,"[0.10245675 0.01314162 0.05433023 0.00328022 0.00156014 0.0104297
 0.8148013 ]",[0.79315174 0.06821819 0.07001043 0.06861959],[9.9989426e-01 1.0575706e-04],"[1.2686359e-05 2.7376556e-05 1.0282814e-03 8.6392939e-02 3.1688982e-01
 3.5548976e-01 1.8172894e-01 5.3644132e-02 4.7860607e-03]"
detected_faces/06425_face0.png,White,White,Male,20-29,"[9.9073839e-01 4.7625240e-06 4.5356960e-03 4.8372782e-05 4.3279615e-05
 2.2562295e-05 4.6071201e-03]",[9.9842244e-01 2.5467627e-04 3.5859138e-04 9.6419954e-04],[9.9993002e-01 6.9981856e-05],"[1.57866467e-07 7.60407875e-06 1.13423066e-02 7.56330431e-01
 2.26381779e-01 5.88182686e-03 5.51977209e-05 7.04255001e-07
 1.41141365e-08]"
detected_faces/08219_face0.png,White,White,Male,40-49,"[9.2353165e-01 1.3324428e-04 1.6486546e-02 1.9637293e-04 5.6844257e-04
 4.2344183e-03 5.4849390e-02]",[9.5745194e-01 1.2438808e-03 3.9549236e-04 4.0908683e-02],[9.995555e-01 4.444284e-04],"[3.3614558e-06 6.4140895e-06 8.4038889e-05 1.5403739e-03 6.8017773e-02
 6.2210190e-01 2.9798198e-01 9.9655846e-03 2.9848266e-04]"
detected_faces/07851_face0.png,Indian,Indian,Male,20-29,"[2.8253347e-02 6.2797475e-04 4.9789216e-02 2.4333433e-05 1.8852389e-04
 6.0166496e-01 3.1945160e-01]",[6.3789465e-02 2.2622342e-03 6.7764154e-04 9.3327069e-01],[9.9996811e-01 3.1876498e-05],"[3.1668431e-08 1.2263579e-06 3.9276746e-04 5.9594154e-01 4.0044150e-01
 3.2195947e-03 3.1981008e-06 4.8764146e-08 1.1288974e-09]"
detected_faces/07851_face1.png,Middle Eastern,Indian,Male,20-29,"[2.8101595e-02 5.9065019e-04 7.0757449e-02 2.9264596e-05 3.1275224e-04
 9.5660873e-02 8.0454743e-01]",[0.13969296 0.00645432 0.0079191  0.8459337 ],[9.9963433e-01 3.6565136e-04],"[9.1968793e-08 1.7202522e-06 1.0348337e-03 5.9383380e-01 3.9699051e-01
 8.0888718e-03 4.7434401e-05 2.5148197e-06 1.7946562e-07]"
detected_faces/06739_face0.png,White,White,Male,60-69,"[9.8259676e-01 2.3542452e-05 1.0669229e-03 2.0835771e-05 3.1408836e-05
 2.7393235e-04 1.5986551e-02]",[9.9133652e-01 3.6282046e-04 9.8921091e-04 7.3114112e-03],[9.9974948e-01 2.5052772e-04],"[7.4197710e-06 1.7988815e-06 4.1117844e-05 1.1232722e-04 2.6557219e-04
 2.8191076e-03 1.9140287e-01 7.2669065e-01 7.8659102e-02]"
detected_faces/02165_face0.png,Indian,Indian,Male,30-39,"[0.01320731 0.09438592 0.17881657 0.00095684 0.0097283  0.650787
 0.05211804]",[0.02246017 0.10255153 0.10364494 0.77134335],[9.9999225e-01 7.7299383e-06],"[2.27950477e-06 1.24604421e-05 1.74224188e-04 4.79455851e-02
 6.56282425e-01 2.89551347e-01 5.92529820e-03 1.03414495e-04
 2.88380170e-06]"
detected_faces/02165_face1.png,Latino_Hispanic,Indian,Male,20-29,"[0.05690312 0.00815991 0.6234556  0.00645201 0.01750088 0.10718117
 0.18034731]",[0.26752996 0.02748154 0.3498934  0.35509515],[0.9978609  0.00213908],"[4.3417922e-06 4.4937333e-05 5.0411448e-03 7.5389671e-01 2.3630318e-01
 4.6865894e-03 2.1659247e-05 1.3239893e-06 5.2084982e-08]"
detected_faces/05327_face0.png,White,White,Female,30-39,"[9.9948341e-01 6.8249925e-08 2.1450210e-04 6.9143636e-07 5.3495904e-07
 5.0144868e-06 2.9579306e-04]",[9.9986029e-01 9.7251052e-07 7.8774960e-05 5.9952476e-05],[3.2628277e-06 9.9999678e-01],"[1.7082554e-08 6.1320389e-07 2.3835665e-04 9.7702108e-02 5.4843313e-01
 3.3419520e-01 1.9198056e-02 2.2995642e-04 2.6081018e-06]"
detected_faces/17352_face0.png,White,White,Male,40-49,"[7.3506945e-01 1.5068075e-03 5.2463271e-02 4.9052021e-04 5.8611250e-03
 1.6989936e-01 3.4709446e-02]",[0.5914974  0.0031067  0.00532542 0.40007046],[9.999536e-01 4.637751e-05],"[2.12504619e-06 1.08683935e-05 3.65297077e-04 1.33202262e-02
 2.17953935e-01 6.69803441e-01 9.71564353e-02 1.35805027e-03
 2.97137249e-05]"
detected_faces/15983_face0.png,Black,Black,Male,30-39,"[2.9611867e-03 7.6014245e-01 1.2126143e-01 3.7009483e-03 6.2304035e-02
 4.8976768e-02 6.5316109e-04]",[0.00247923 0.98764575 0.00174303 0.00813199],[9.9997187e-01 2.8124383e-05],"[2.9045975e-07 2.2078193e-06 3.0626412e-04 1.3056590e-01 6.9693309e-01
 1.6480865e-01 7.1192831e-03 2.4493336e-04 1.9375548e-05]"
detected_faces/13675_face0.png,White,White,Female,50-59,"[9.7356188e-01 9.1438169e-06 1.0569805e-02 2.4795234e-03 1.5216387e-03
 4.5799658e-05 1.1812164e-02]",[9.9148732e-01 8.4629610e-06 8.4921252e-03 1.2141537e-05],[0.09244268 0.9075573 ],"[1.6524638e-06 6.6887010e-06 3.6006750e-04 6.7323945e-03 5.8904774e-02
 2.9361823e-01 4.8264280e-01 1.4154626e-01 1.6187107e-02]"
detected_faces/13675_face1.png,Latino_Hispanic,Indian,Female,20-29,"[2.9665488e-01 3.7196763e-02 5.1492029e-01 7.6351993e-05 4.7665098e-04
 1.0898514e-01 4.1689899e-02]",[0.11558644 0.30309704 0.00388778 0.5774287 ],[9.3896640e-04 9.9906105e-01],"[1.0339094e-06 2.0657796e-04 1.2918417e-02 7.0275319e-01 2.7125910e-01
 1.2595588e-02 2.5784067e-04 8.0803347e-06 2.2672113e-07]"
detected_faces/17236_face0.png,White,White,Female,40-49,"[9.7507668e-01 1.7463312e-06 1.1159026e-02 3.3247303e-05 1.5965645e-05
 5.3551787e-05 1.3659799e-02]",[9.9951327e-01 2.3978953e-05 2.8980724e-04 1.7293997e-04],[4.214900e-05 9.999579e-01],"[9.4484115e-08 1.2160143e-06 1.7480338e-04 2.8848708e-02 3.3021045e-01
 5.4748344e-01 9.0783276e-02 2.4654558e-03 3.2586842e-05]"
detected_faces/17236_face1.png,White,White,Male,40-49,"[9.6158248e-01 2.8664101e-05 3.0454854e-02 2.3860547e-04 8.3681912e-04
 8.6445914e-04 5.9940224e-03]",[9.7294188e-01 6.8394547e-05 1.9162873e-02 7.8267660e-03],[9.9980330e-01 1.9673137e-04],"[2.1172066e-06 2.5120858e-05 1.6758830e-03 1.7573528e-02 3.0657580e-01
 6.0658145e-01 6.6974796e-02 5.8430986e-04 7.0243800e-06]"
detected_faces/12748_face0.png,East Asian,Asian,Female,20-29,"[0.14305201 0.06855442 0.12036067 0.35980168 0.30143118 0.00476466
 0.00203548]",[0.20933223 0.14565368 0.6181068  0.0269072 ],[0.00462749 0.99537253],"[1.6580906e-06 2.0009428e-03 2.3265746e-01 7.5296998e-01 1.2290692e-02
 7.8725883e-05 5.4094579e-07 3.4732949e-08 3.5571590e-09]"
detected_faces/01472_face0.png,Southeast Asian,White,Female,20-29,"[0.11161459 0.00212197 0.2816083  0.08281276 0.4254943  0.06036153
 0.03598658]",[0.47465816 0.00835919 0.39847803 0.11850461],[1.8311017e-04 9.9981689e-01],"[3.7431033e-07 2.8706067e-03 3.0197039e-01 6.8182629e-01 1.3313474e-02
 1.8783268e-05 6.7725402e-08 2.1371689e-09 5.3349568e-11]"
