id,img,Has_Profanity,Has_Ethnicity,Has_Religion,Has_Class,Has_Gender,Has_Nationality,Has_Disability,Has_Sexual_Orientation,Ethnicity_Count,Religion_Count,Class_Count,Gender_Count,Nationality_Count,Disability_Count,Sexual_Orientation_Count,Hate Speech Category Count
58479,img/58479.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26315,img/26315.png,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,2
13520,img/13520.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
69524,img/69524.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
45931,img/45931.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
27041,img/27041.png,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
27801,img/27801.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
95024,img/95024.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
93718,img/93718.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
89072,img/89072.png,1,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
87615,img/87615.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
96235,img/96235.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35692,img/35692.png,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
60389,img/60389.png,2,1,0,1,1,0,0,0,1,0,1,1,0,0,0,3
78624,img/78624.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
83509,img/83509.png,1,0,0,0,1,0,1,1,0,0,0,3,0,1,1,3
87645,img/87645.png,2,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
41362,img/41362.png,2,0,1,0,1,0,1,0,0,1,0,1,0,1,0,3
75139,img/75139.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
67835,img/67835.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4281,img/04281.png,2,0,0,1,1,0,0,0,0,0,1,2,0,0,0,2
14920,img/14920.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16082,img/16082.png,0,1,0,0,0,0,1,0,1,0,0,0,0,3,0,2
72816,img/72816.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36450,img/36450.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84106,img/84106.png,2,1,0,0,1,0,1,0,3,0,0,3,0,1,0,3
38724,img/38724.png,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
97153,img/97153.png,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,2
35620,img/35620.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67439,img/67439.png,2,1,0,0,1,0,0,0,4,0,0,1,0,0,0,2
75104,img/75104.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
56981,img/56981.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56130,img/56130.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36725,img/36725.png,0,1,0,0,1,1,0,0,3,0,0,1,1,0,0,3
27963,img/27963.png,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2
92643,img/92643.png,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
94026,img/94026.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
15926,img/15926.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
90752,img/90752.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71305,img/71305.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
83964,img/83964.png,2,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
84392,img/84392.png,0,1,0,0,1,1,0,0,1,0,0,2,2,0,0,3
30598,img/30598.png,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
62815,img/62815.png,0,0,1,0,0,1,0,0,0,2,0,0,1,0,0,2
13968,img/13968.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
25436,img/25436.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17385,img/17385.png,0,1,0,0,1,1,1,0,2,0,0,2,1,1,0,4
47581,img/47581.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
52768,img/52768.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
60827,img/60827.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
65298,img/65298.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91462,img/91462.png,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
48269,img/48269.png,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
18940,img/18940.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63709,img/63709.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26184,img/26184.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
9851,img/09851.png,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,3
73924,img/73924.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
56870,img/56870.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
58209,img/58209.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
69521,img/69521.png,0,0,0,1,1,0,0,0,0,0,1,5,0,0,0,2
72396,img/72396.png,2,0,0,0,0,0,0,1,0,0,0,0,0,0,2,1
43089,img/43089.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7651,img/07651.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
28315,img/28315.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
85136,img/85136.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
94153,img/94153.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
12576,img/12576.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3178,img/03178.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
78035,img/78035.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
32491,img/32491.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42931,img/42931.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91065,img/91065.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
28957,img/28957.png,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,2
53927,img/53927.png,0,0,1,1,1,0,0,0,0,1,1,2,0,0,0,3
28134,img/28134.png,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
85916,img/85916.png,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,2
17230,img/17230.png,0,1,0,0,1,0,0,0,1,0,0,3,0,0,0,2
50186,img/50186.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21305,img/21305.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
76320,img/76320.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
14086,img/14086.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
73026,img/73026.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
86129,img/86129.png,2,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
64285,img/64285.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
46785,img/46785.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20691,img/20691.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
97823,img/97823.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
70614,img/70614.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72340,img/72340.png,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,2
63092,img/63092.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
97810,img/97810.png,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
94723,img/94723.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9156,img/09156.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
81403,img/81403.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72914,img/72914.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47208,img/47208.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50148,img/50148.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16935,img/16935.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36508,img/36508.png,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
39401,img/39401.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
48062,img/48062.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91358,img/91358.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
83256,img/83256.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
56143,img/56143.png,2,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
16280,img/16280.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37018,img/37018.png,2,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1
74126,img/74126.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
38190,img/38190.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
49387,img/49387.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72506,img/72506.png,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
79258,img/79258.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
80736,img/80736.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
2965,img/02965.png,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,2
27685,img/27685.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
59043,img/59043.png,0,1,0,0,1,0,0,0,3,0,0,3,0,0,0,2
46137,img/46137.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87196,img/87196.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
95687,img/95687.png,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
38527,img/38527.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71562,img/71562.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30629,img/30629.png,2,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
38417,img/38417.png,0,1,0,0,1,1,0,0,1,0,0,2,2,0,0,3
45289,img/45289.png,2,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
14793,img/14793.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
65103,img/65103.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
49728,img/49728.png,2,0,0,0,0,0,1,0,0,0,0,0,0,4,0,1
72486,img/72486.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53820,img/53820.png,0,1,1,0,1,1,0,0,2,1,0,3,1,0,0,4
49726,img/49726.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9682,img/09682.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25917,img/25917.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16089,img/16089.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
68019,img/68019.png,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,2
70495,img/70495.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
67491,img/67491.png,1,1,0,0,1,0,0,0,4,0,0,1,0,0,0,2
80945,img/80945.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
23091,img/23091.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21593,img/21593.png,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
72195,img/72195.png,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30695,img/30695.png,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2
69043,img/69043.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59812,img/59812.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28067,img/28067.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
13469,img/13469.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39784,img/39784.png,1,0,0,0,1,0,0,1,0,0,0,2,0,0,1,2
62198,img/62198.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
50871,img/50871.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
74096,img/74096.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
58769,img/58769.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
67138,img/67138.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
75086,img/75086.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
78563,img/78563.png,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,1
68971,img/68971.png,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
21693,img/21693.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
5297,img/05297.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
86401,img/86401.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43197,img/43197.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8597,img/08597.png,2,1,0,1,1,0,0,0,5,0,1,1,0,0,0,3
67054,img/67054.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
84721,img/84721.png,1,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
91654,img/91654.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
58190,img/58190.png,2,0,1,0,1,0,0,0,0,2,0,1,0,0,0,2
54019,img/54019.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
68512,img/68512.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
59672,img/59672.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
83402,img/83402.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45708,img/45708.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
46312,img/46312.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98305,img/98305.png,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
39421,img/39421.png,2,0,0,0,1,0,0,1,0,0,0,2,0,0,1,2
93071,img/93071.png,1,0,0,1,1,0,1,0,0,0,2,1,0,1,0,3
69528,img/69528.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
90861,img/90861.png,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2
40539,img/40539.png,0,1,0,0,0,1,0,0,2,0,0,0,2,0,0,2
6374,img/06374.png,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,2
12376,img/12376.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
27134,img/27134.png,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
46852,img/46852.png,0,1,0,0,1,0,1,0,2,0,0,3,0,1,0,3
65349,img/65349.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
91208,img/91208.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
82079,img/82079.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
74380,img/74380.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
53740,img/53740.png,2,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
9841,img/09841.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
58349,img/58349.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
74356,img/74356.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48396,img/48396.png,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,1
95403,img/95403.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6934,img/06934.png,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
4859,img/04859.png,0,1,0,0,1,0,0,0,4,0,0,1,0,0,0,2
29178,img/29178.png,2,1,0,0,0,0,0,0,4,0,0,0,0,0,0,1
69351,img/69351.png,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
13798,img/13798.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91320,img/91320.png,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,2
6579,img/06579.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
47012,img/47012.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
54632,img/54632.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
95861,img/95861.png,2,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
32971,img/32971.png,0,1,1,0,0,0,1,0,1,1,0,0,0,1,0,3
91064,img/91064.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94506,img/94506.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
82461,img/82461.png,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
94305,img/94305.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
64301,img/64301.png,1,1,1,1,0,0,0,0,2,1,1,0,0,0,0,3
48697,img/48697.png,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
28435,img/28435.png,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
62381,img/62381.png,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
34756,img/34756.png,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
79815,img/79815.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
32591,img/32591.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
62184,img/62184.png,0,1,0,0,1,1,0,0,1,0,0,1,3,0,0,3
59328,img/59328.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
32647,img/32647.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
1598,img/01598.png,0,1,0,0,0,0,1,0,2,0,0,0,0,1,0,2
89750,img/89750.png,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
93215,img/93215.png,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
41063,img/41063.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
56183,img/56183.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
42380,img/42380.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21468,img/21468.png,2,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
6539,img/06539.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
80162,img/80162.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
94071,img/94071.png,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
50927,img/50927.png,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,2
52490,img/52490.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
87695,img/87695.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
30721,img/30721.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
23851,img/23851.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
78104,img/78104.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
97386,img/97386.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
16820,img/16820.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20684,img/20684.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
80316,img/80316.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
93725,img/93725.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45630,img/45630.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13270,img/13270.png,2,1,0,0,1,0,0,0,1,0,0,3,0,0,0,2
96150,img/96150.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
87140,img/87140.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46352,img/46352.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
64918,img/64918.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
71348,img/71348.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96734,img/96734.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6543,img/06543.png,2,1,0,0,1,0,0,0,3,0,0,1,0,0,0,2
49087,img/49087.png,1,0,0,0,1,0,0,0,0,0,0,2,0,0,0,1
8452,img/08452.png,2,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
82076,img/82076.png,0,1,0,0,0,1,0,0,1,0,0,0,3,0,0,2
43192,img/43192.png,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1
58327,img/58327.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2459,img/02459.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
3984,img/03984.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29503,img/29503.png,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,2
34518,img/34518.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
94162,img/94162.png,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
51403,img/51403.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31758,img/31758.png,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
17834,img/17834.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
49786,img/49786.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
40563,img/40563.png,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
65807,img/65807.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
40792,img/40792.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
9267,img/09267.png,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
13650,img/13650.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
68721,img/68721.png,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,1
32957,img/32957.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
31547,img/31547.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71524,img/71524.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6213,img/06213.png,0,1,0,0,1,0,0,0,1,0,0,2,0,0,0,2
56081,img/56081.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2194,img/02194.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
72891,img/72891.png,0,1,0,1,1,0,0,0,1,0,1,1,0,0,0,3
56712,img/56712.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
35614,img/35614.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
30957,img/30957.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
46507,img/46507.png,0,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
19074,img/19074.png,2,0,0,0,0,1,1,0,0,0,0,0,2,1,0,2
38549,img/38549.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
60598,img/60598.png,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
80126,img/80126.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
76815,img/76815.png,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,2
98103,img/98103.png,2,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
43956,img/43956.png,2,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
54672,img/54672.png,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
7391,img/07391.png,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
29158,img/29158.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
56709,img/56709.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21648,img/21648.png,0,1,1,0,0,0,1,0,2,2,0,0,0,2,0,3
76208,img/76208.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
95103,img/95103.png,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9486,img/09486.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
98702,img/98702.png,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
19643,img/19643.png,0,0,1,0,1,0,0,0,0,1,0,2,0,0,0,2
94802,img/94802.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
23905,img/23905.png,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1
67892,img/67892.png,1,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
24038,img/24038.png,0,0,1,0,1,0,1,0,0,1,0,2,0,3,0,3
96431,img/96431.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82045,img/82045.png,0,0,1,0,1,0,1,0,0,1,0,1,0,1,0,3
87340,img/87340.png,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1
31268,img/31268.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82359,img/82359.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21043,img/21043.png,0,1,0,0,1,0,0,0,2,0,0,2,0,0,0,2
7853,img/07853.png,2,0,0,0,1,0,0,1,0,0,0,4,0,0,1,2
35276,img/35276.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96720,img/96720.png,2,1,0,0,0,0,1,0,1,0,0,0,0,1,0,2
53980,img/53980.png,2,0,0,0,1,0,1,0,0,0,0,1,0,1,0,2
2956,img/02956.png,2,0,1,0,1,0,0,0,0,1,0,1,0,0,0,2
54317,img/54317.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5973,img/05973.png,0,1,1,0,1,0,0,0,1,1,0,2,0,0,0,3
75319,img/75319.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
90632,img/90632.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
72968,img/72968.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38647,img/38647.png,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,2
42810,img/42810.png,0,1,0,1,1,0,0,0,1,0,1,2,0,0,0,3
76910,img/76910.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7956,img/07956.png,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,2
49165,img/49165.png,0,0,0,0,1,0,1,0,0,0,0,1,0,2,0,2
24537,img/24537.png,2,1,0,0,1,0,0,0,2,0,0,1,0,0,0,2
41589,img/41589.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89615,img/89615.png,2,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
12907,img/12907.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
45396,img/45396.png,1,1,0,0,1,0,1,0,2,0,0,1,0,1,0,3
85417,img/85417.png,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14580,img/14580.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63714,img/63714.png,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1
73561,img/73561.png,0,0,1,0,0,1,1,0,0,2,0,0,1,1,0,3
67193,img/67193.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18094,img/18094.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37419,img/37419.png,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1
51943,img/51943.png,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
